oldSev1
ContainerFaultCode_10005_NSRaised_RetriesFailed_CreateContainer_0xc1530027_VMAL_E_UNEXPECTED_MFND_DISK_NOT_FOUND_Event__DiskAbstractionLayer::DirectDiskManager::GetAssignableMFNDDevices_FAILED
ContainerFaultCode_10005_NSRaised_RetriesFailed_CreateContainer_0xc153002e_ERROR_DISK_MISSING_A__DiskAbstractionLayer::DiskPreparer::IsDiskMissing_FAILED
ContainerFaultCode_10005_NSRaised_RetriesFailed_CreateContainer_0xc153002e_VMAL_E_MFND_TOGGLE_CONTROLLER_FAILED_Event__VmAbstractionLayer::DiskMountStrategyMfnd::UpdateDiskSettings_FAILED
ContainerFaultCode_10005_NSRaised_RetriesFailed_CreateContainer_0xc3510094_HRESULT_FROM_WIN32(ERROR_NOT_FOUND)___RuntimeFindContainer_FAILED
ContainerFaultCode_10005_NSRaised_RetriesFailed_CreateContainer_0xc35101c1_ERROR_DISK_MISSING_A__DiskAbstractionLayer::DiskPreparer::IsDiskMissing_FAILED
ContainerFaultCode_10005_NSRaised_RetriesFailed_CreateContainer_0xc3510213_VMAL_CONTAINER_PARTIALLY_REHYDRATED_The__VmAbstractionLayer::Disk::Create_FAILED
ContainerFaultCode_10005_NSRaised_RetriesFailed_CreateContainer_0xc3510224_HRESULT_FROM_WIN32(ERROR_NOT_FOUND)___RuntimeFindContainer_FAILED
ContainerFaultCode_10005_NSRaised_RetriesFailed_CreateContainer_0xc3510224_VMAL_ASAPPF_NOT_RUNNING_ASAP__VmAbstractionLayer::Vm::CreateVmResources_FAILED
ContainerFaultCode_10005_NSRaised_RetriesFailed_CreateContainer_0xc4500509_HRESULT_FROM_NT(STATUS_INVALID_HANDLE)___DiskAbstractionLayer::BlobCache::BlobCacheLoggerCallback_FAILED
ContainerFaultCode_10005_NSRaised_RetriesFailed_CreateContainer_0xc4500509_HRESULT_FROM_WIN32(ERROR_NOT_FOUND)___RuntimeFindContainer_FAILED
ContainerFaultCode_10005_NSRaised_RetriesFailed_CreateContainer_0xc4500511_ERROR_MISSING_VM_VERSION_FEATURES_Processor__WmiV2::WindowsVirtualComputer::ExtractVmFeatures_FAILED
ContainerFaultCode_10005_NSRaised_RetriesFailed_QueryContainerFeedback_0xc3510093
ContainerFaultCode_10005_NSRaised_RetriesFailed_QueryContainerFeedback_0xc3510149
ContainerFaultCode_10005_NSRaised_RetriesFailed_SetRolesGoalState_0x80078000
ContainerFaultCode_10005_NSRaised_RetriesFailed_UpdateContainer_0x800710d0_E_NOSURFACE___DiskAbstractionLayer::BlobCache::BlobCacheLoggerCallback_FAILED
ContainerFaultCode_10005_NSRaised_RetriesFailed_UpdateContainer_0x80078000_HRESULT_FROM_WIN32(VmWmiMethodStatusFailed)___VmAbstractionLayer::UnderhillProtobufSchema::UnderhillOperation_FAILED
ContainerFaultCode_10005_NSRaised_RetriesFailed_UpdateContainer_0x80078000_OS_TYPE_NOT_FOUND_OS__VmAbstractionLayer::VmConfigurationReader<struct VmAbstractionLayer::XmlConfigurationPolicy>::GetEffectiveSecureBootTemplateId_FAILED
DestroyWorkflowTimeout_NeedsTriage
Flexio_NVMe Direct V2_Failure_FinishReservingResources_0x80070490_ContainerFaultCode_10005_NSRaised_RetriesFailed_StartContainer_0x8000ffff_E_UNEXPECTED_Catastrophic__AgentStartContainerWorker_FAILED
Flexio_NVMe Direct V2_Failure_FinishReservingResources_0x80070490_ContainerFaultCode_10005_NSRaised_RetriesFailed_StartContainer_0x80078015_HRESULT_FROM_WIN32(VmWmiMethodStatusObjectNotFound)___VmAbstractionLayer::Vm::StartVmSync_FAILED
Flexio_NVMe Direct V2_Failure_FinishReservingResources_0x80070490_Underhill_ContainerFaultCode_10005_NSRaised_RetriesFailed_StartContainer_0x8000ffff_E_UNEXPECTED_Catastrophic__AgentStartContainerWorker_FAILED
Flexio_NVMe Direct V2_Failure_FinishReservingResources_0x80070490_Underhill_ContainerFaultCode_10005_NSRaised_RetriesFailed_StartContainer_0x8000ffff_HRESULT_FROM_WIN32(ERROR_NOT_FOUND)___HyperVManagementObject::GetPlannedSystemEx_FAILED
HostNetworkIssue_Backplane_Crash
Inconclusive_FAILING_HR_0x8000ffff_E_UNEXPECTED_ContainerFaultCode_10005_NSRaised_RetriesFailed_StartContainer_0x8000ffff_E_UNEXPECTED_Catastrophic__AgentStartContainerWorker_FAILED
Inconclusive_FAILING_HR_0x80070490_HRESULT_FROM_WIN32(ERROR_NOT_FOUND)_ContainerFaultCode_10005_NSRaised_RetriesFailed_StartContainer_0x8000ffff_HRESULT_FROM_WIN32(ERROR_NOT_FOUND)___HyperVManagementObject::GetPlannedSystemEx_FAILED
NodeFault : SuspiciousPowerConsumption
NodeFaultCode_10038_BadHardwareHealthGradeReported_DiskError_HmsCode33019_E558
NodeFaultCode_10038_ForceNodeState
NodeFaultCode_70022_HINodeWithBugCheckAccelerationFault_BugcheckCode_0x00000133
RdAgent_KnownFunction_Failed_10005_ActivateAgent_0x80070002
TipSession_Agent_Enter_Faulted_Restart_Agent_RehydrationFailed_80070057
Unexpected Reboot_MissingSEL
UnhealthyNode_NodeFault : PowerState_False
UnhealthyNode_NodeFault : Unexpected Reboot
UnhealthyNode_NodeFaultCode_70019_UnhealthyNode
UnhealthyNode_PowerState_False
UnhealthyNode_Unexpected Reboot_OSGracefulShutdown
UNPROCESSED_FAILING_HR_0x80007fff_ContainerFaultCode_10005_NSRaised_RetriesFailed_StartContainer_0x80007fff____AgentStartContainerWorker_FAILED
UNPROCESSED_FAILING_HR_0x8000ffff_ContainerFaultCode_10005_NSRaised_RetriesFailed_StartContainer_0x8000ffff_E_UNEXPECTED_Catastrophic__AgentStartContainerWorker_FAILED
UNPROCESSED_HYPERV_ERROR_unknown_event_ContainerFaultCode_10005_NSRaised_RetriesFailed_StartContainer_0x80078007_HRESULT_FROM_WIN32(VmWmiMethodStatusInvalidState)___VmAbstractionLayer::Vm::SetProcessorResources_FAILED
Vtl2_Crash_event_18590_0_ContainerFaultCode_10005_NSRaised_RetriesFailed_StartContainer_0x80078000_HRESULT_FROM_WIN32(ERROR_NOT_FOUND)___HyperVManagementObject::GetPlannedSystemEx_FAILED
Vtl2_Crash_event_18590_0_ContainerFaultCode_10005_NSRaised_RetriesFailed_StartContainer_0x80078000_HRESULT_FROM_WIN32(VmWmiMethodStatusFailed)___VmAbstractionLayer::Vm::StartVmSync_FAILED
VTL2_REQUEST_ERROR_unknown_failure_ContainerFaultCode_10005_NSRaised_RetriesFailed_StartContainer_0x80078000_HRESULT_FROM_NT(STATUS_INVALID_HANDLE)___DiskAbstractionLayer::BlobCache::BlobCacheLoggerCallback_FAILED
VTL2_REQUEST_ERROR_unknown_failure_ContainerFaultCode_10005_NSRaised_RetriesFailed_StartContainer_0x80078000_HRESULT_FROM_WIN32(ERROR_NOT_FOUND)___HyperVManagementObject::GetPlannedSystemEx_FAILED
VTL2_REQUEST_ERROR_unknown_failure_ContainerFaultCode_10005_NSRaised_RetriesFailed_StartContainer_0x80078000_HRESULT_FROM_WIN32(VmWmiMethodStatusFailed)___VmAbstractionLayer::Vm::StartVmSync_FAILED
HostOSCrash : 0x124_4_AuthenticAMD_PCIEXPRESS_SurpriseDown_VENID_1022_DEVID_14AB_IMAGE_AuthenticAMD.sys
HostOSCrash : OS Bugcheck 0x0000012f_MissingDump
HostOSCrash : OS Bugcheck 0x00000133_MissingDump
